,context0,context1,context2,context3,reward0,reward1
0,0.649228485172229,0.7974308522952971,0.49255770906151897,-0.17924657459325766,0.0,0.5
1,-0.5008013631196571,0.6900970997896494,0.4658165367514109,-0.7871265254326947,0.5,1.0
2,0.4589731989401433,-0.2996436611790003,0.7842923746792698,0.5750095400174902,0.0,0.5
3,-0.9738335307248662,0.37616882431281495,0.4660316812772569,-0.25525652076441063,0.5,0.5
4,-0.5519561774101924,0.13226110548509973,-0.48825280471297394,-0.6975268747224981,0.5,1.5
5,-0.2955414146053674,0.46378859302700604,-0.8054259240032016,0.626211632348463,0.5,1.0
6,0.4957153999176809,0.48776132398246475,0.7695359782138955,0.5796504837828911,0.0,0.5
7,-0.596423433301497,0.8007658920646679,-0.4966044310438855,0.38951576930961984,0.5,1.0
8,0.19850439600591385,0.9998368059303373,0.5116935515759946,-0.41717056623771187,0.0,0.5
9,0.6032319439775295,0.2211724690720407,-0.5311870941509604,-0.9460986320342186,0.0,1.5
10,0.6015080936371999,-0.7178759735036055,0.8995732227170103,-0.8372787139220581,0.5,1.0
11,0.6296094102406051,0.536218597033717,-0.07324244025417492,-0.6951636663960212,0.0,1.5
12,-0.16717655828817013,-0.5975289750748869,0.9087362861827619,-0.03702792532796262,1.0,0.5
13,0.44533757657776474,0.9317974069310515,0.7238064192469416,-0.7702685667976319,0.0,1.0
14,-0.06759162469506874,-0.9082795475535121,0.2218646121758805,0.8200227242100162,1.0,0.5
15,0.30196370000886263,-0.9618006503779741,-0.8133477858638591,-0.03777787360105367,0.5,1.0
16,0.30259439268131616,-0.9138614759911929,0.6601280018268416,-0.6943019162132686,0.5,1.0
17,0.8164216639883066,0.3927015336610282,-0.9580020862038272,0.041846552788956215,0.0,1.0
18,0.13927237603413412,0.08925775070771591,-0.6970496575877163,-0.7640982455510774,0.0,1.5
19,-0.9722953409498876,-0.841576724529719,-0.6499594097261288,0.38180133884551215,1.0,1.0
20,0.2451295772793891,-0.43722818950808606,-0.2239416426422398,-0.19572266960819107,0.0,1.0
21,-0.27288066480203055,-0.036540803531494026,0.8585957868538987,-0.4255315364138652,0.5,0.5
22,-0.5982290905825749,-0.9532886163680525,-0.623124553487262,0.021815155147340892,1.0,1.0
23,0.7717467283603117,-0.17828913932026524,0.5410747037490329,0.7638171042617403,0.0,0.5
24,-0.8475472411456224,0.8581618342657797,0.8166866226663723,0.36109029516690927,0.5,0.5
25,0.9426450746799253,-0.603811540413582,-0.1692262172716723,0.005464787014457517,0.5,1.0
26,-0.6086013271440931,0.4275644301170438,0.17590793197582166,0.29937654759026056,0.5,0.5
27,-0.943935671704174,-0.08245506334544639,0.6478917403062234,-0.8856216172085023,0.5,1.0
28,0.21766508388964145,0.898921472601877,0.09538550593103912,0.8843554107999003,0.0,0.5
29,-0.48666436505617683,-0.7738807455517382,0.8035330464376149,-0.7578340993771213,1.0,1.0
30,-0.7830290869093772,0.21443457228836516,0.8465305274432209,-0.18988509144040466,0.5,0.5
31,-0.6410130650250154,0.2613145046908829,0.37804446132408964,-0.9972783369673932,0.5,1.0
32,0.0964626789426537,-0.07651179910268047,0.21306678436398663,0.6478472900035486,0.0,0.5
33,0.3357595401103499,0.6499701168709557,0.011142325575107748,0.5347997986294211,0.0,0.5
34,-0.726775411414823,-0.9816012982689275,0.836207247935673,0.19505015173716278,1.0,0.5
35,-0.7797859947709866,-0.32170448006807817,0.5363738735912424,0.4046706172117571,0.5,0.5
36,0.6775059018333698,-0.49428801237618125,-0.6139199155017281,0.6163502101484142,0.0,1.0
37,-0.9852569380478742,0.2933016920340661,-0.6535157518170296,0.34363459194976365,0.5,1.0
38,0.7938854257671519,-0.14820320356318994,0.3782903352472564,-0.8230038122749834,0.0,1.0
39,0.6669794554075319,-0.5278228937785894,0.9793804723058446,0.7899807664763978,0.5,0.5
40,-0.6058678862912183,-0.8846023665436229,-0.6373464282562451,0.15377621355155946,1.0,1.0
41,0.5184819295779202,0.8790367452124863,0.012715072847853781,-0.28424683131636286,0.0,0.5
42,-0.3983940964230015,0.1765711715885505,0.8666609333643318,0.3077402855698623,0.5,0.5
43,-0.8545627153395756,-0.80503050563775,0.5222100674349694,-0.9628244548994453,1.0,1.0
44,-0.220283001650597,0.23523959675205885,0.7804692922986223,0.2666875219848772,0.5,0.5
45,-0.4099969260682068,-0.5760295988943893,0.6578965350870085,-0.8684925498772047,1.0,1.0
46,-0.7463812150884417,-0.7623609830654554,-0.6853461717118305,-0.16093675028377974,1.0,1.0
47,-0.5213447955879797,0.49175545506688634,-0.7786559585289368,0.5084768232321413,0.5,1.0
48,-0.9200931870358464,0.0608070719608238,0.4947002790041797,0.589660167203091,0.5,0.5
49,-0.7073866286992527,-0.19831720819090926,-0.47853298296155455,0.5192092264656534,0.5,1.0
50,0.24426835940517821,-0.9631227870034058,0.2932943031894828,-0.0935322588780283,0.5,0.5
51,-0.25854794936866243,0.4106847615370852,-0.4433895443675604,-0.7835218400277082,0.5,1.5
52,-0.7432740156325852,-0.028762634153885358,0.29422007826761876,0.6253456570282869,0.5,0.5
53,-0.5197165451323991,-0.7313284806707765,0.09112366912152692,-0.7558060827116411,1.0,1.0
54,-0.46485625576303047,0.23889220909428288,-0.4053791492066725,0.39159586273737346,0.5,1.0
55,-0.5390099974645288,0.928332818597067,-0.6372783313865011,-0.07039221987067967,0.5,1.0
56,0.5571535625667363,0.0041787879193817545,0.5180931838129923,-0.8499019501203011,0.0,1.0
57,0.7516441728342991,-0.5676479497727915,-0.02088392436645292,-0.6405545083326318,0.5,1.0
58,0.18192429959607814,-0.9534109094478116,-0.7912966875331171,-0.5979943266519379,0.5,1.5
59,-0.3620852832914927,-0.23488641249558873,0.9518865929077935,-0.1872309567682504,0.5,0.5
60,-0.22347485520788313,0.5795623848681706,-0.38646910597806006,-0.3129294783647427,0.5,1.0
61,0.910828462757779,-0.1589659467206901,-0.7617998677662701,0.14755243247820693,0.0,1.0
62,-0.49682842921975734,-0.7901194965291769,-0.4244971811267204,-0.2745222039174309,1.0,1.0
63,0.677638183334025,-0.08592473644610976,0.5120345814986096,-0.969007065868382,0.0,1.0
64,0.8066909619632066,-0.3206866307132288,0.7959168726681389,-0.06237531267279817,0.0,0.5
65,-0.6960936021305615,-0.3189644925178028,0.8020053526814821,-0.1278285685264997,0.5,0.5
66,0.6527490200750017,0.3670664844152145,0.41655963459749645,-0.8116172942894142,0.0,1.0
67,-0.9676120832680537,0.8838851017799092,-0.8256734519949587,-0.66258822554335,0.5,1.5
68,-0.7537282424527016,0.9718658053830438,-0.7508214070530437,0.31590482460216096,0.5,1.0
69,0.43327150405647896,-0.8530672905238843,-0.9957926356937175,-0.6164418719778826,0.5,1.5
70,0.029238381675141145,-0.021849829617419214,0.40353946866873636,-0.09658321511349044,0.0,0.5
71,0.2094419747801406,-0.6402976234274551,0.3019512858930431,0.39863102416984253,0.5,0.5
72,-0.4313770075033083,-0.9410287588204458,0.9086176708528304,0.8722671010985497,1.0,0.5
73,0.8132288202799418,0.13588491390997226,-0.029194969142456006,-0.27317438359693247,0.0,0.5
74,-0.08377241470166297,-0.04862986590448193,0.5930161146849529,0.26933609902108535,0.5,0.5
75,0.15381797731800506,0.3690193192262805,0.03185246469567393,0.5199344815362583,0.0,0.5
76,0.5495883920735225,0.18266489491415183,0.1296579559053801,0.11983985474296621,0.0,0.5
77,-0.039374774406396584,0.18835641230253364,0.7525611165243193,-0.33576032459997096,0.0,0.5
78,-0.492202887506634,0.24485421242235006,0.5711918663634081,-0.7791071995012955,0.5,1.0
79,-0.15061539435341964,-0.060911335260736665,0.8266875110548293,-0.977758631680391,0.5,1.0
80,0.6720065407901059,0.8245590994948391,0.646384056166919,-0.1010849328896164,0.0,0.5
81,-0.7545523897487516,-0.10920181189699218,0.041070262698859716,-0.25393113621038665,0.5,0.5
82,-0.4316523784719537,0.25745244128916256,-0.6579126467445875,0.6440271043190255,0.5,1.0
83,0.026479376885701233,0.47817500707701877,-0.9728479774627987,0.11587802224765542,0.0,1.0
84,-0.3389343051555005,-0.7630187546298124,-0.7175294503135374,0.3048288872824907,1.0,1.0
