,context0,context1,context2,context3,action,reward
0,0.27417715257236686,-0.2313142902953358,-0.5370713339985331,-0.6468430668810583,1.0,0.5753030382620788
1,0.23774997626243422,0.3347333379932318,0.2007280929033055,-0.5442453222337349,1.0,0.5341523353126346
2,0.20091453299410333,0.5237170356669218,0.15958273841205428,0.10714454922716232,0.0,0.44936165781890547
3,-0.7112671944535287,-0.14111549239574184,-0.9298430447191097,-0.15568001874860737,1.0,0.5544056007398471
4,0.9791770284035906,-0.3866688379908445,0.8728027785821297,-0.9011909906504003,1.0,0.5320514797853152
5,-0.6604039696681328,0.08041079111990812,0.20077761631579127,0.22412833917687514,1.0,0.47306699016328424
6,0.7985949187429486,-0.147984799928923,-0.34497732101971645,0.9686607405043302,1.0,0.43886955587869486
7,-0.20874080542472773,-0.7588095439983338,0.8104471111367224,-0.7321863584849149,0.0,0.5694298374353085
8,0.906424200515535,0.35073743850979366,0.28808183830753653,0.82765992587996,0.0,0.43135148267073525
9,-0.9107385740861216,-0.7077870899273349,0.06614640750286993,0.9361426862888886,1.0,0.4230942823396925
10,-0.22731756310048934,-0.7535493630857746,0.6168329735986438,-0.6363347164211492,1.0,0.5226226291556131
11,0.38973230071089193,0.8956161796684026,-0.3765038729807819,0.21069093784082438,0.0,0.41193689624433844
12,-0.07595846172910337,0.44118915611515064,-0.3283823674121491,-0.8665827435923463,0.0,0.4683734049076116
13,-0.44348721101275146,-0.35243474420783594,0.45145794509110315,0.9386485407004066,0.0,0.5480464672787522
14,-0.9062746131242208,0.806212543000125,0.7188849146820266,0.050636499764741716,0.0,0.47700118044031437
15,-0.13850733995298925,0.5013650596872117,0.6230320420381041,0.9993929783077513,1.0,0.3937947642433564
16,0.7879919263463924,0.2570693765326899,0.8733164644955997,-0.906573707248364,1.0,0.5324549280176593
17,-0.8647891916883956,-0.9133595569632196,-0.8144824835153814,0.44133666013467177,1.0,0.5018601773761782
18,0.7603390511062029,-0.41809186122101294,0.9662289426720274,-0.8019899454461579,0.0,0.4987485112341853
19,-0.9410360334648611,0.4516887692885818,0.4487765073751988,0.44619424597727586,1.0,0.44433308645344316
20,-0.992150823243525,-0.19194919376993824,0.8847251154772107,0.4760716002463161,0.0,0.5600474415249866
21,-0.4719233435248382,-0.8582357875019626,-0.04836963049662457,-0.6701986993717011,0.0,0.5887967284464862
22,0.969161310198932,-0.06566175984478861,-0.20322116523423195,0.7664368878595984,1.0,0.448405509981979
23,-0.311818736498922,-0.5208991852639386,0.9393262453435502,-0.5389730998961826,0.0,0.5553967190402185
24,-0.3244809028172364,-0.08026785086980492,-0.32725018976598697,-0.43001344234295535,1.0,0.548934272996847
25,0.5048385089273097,0.1895940346863334,-0.1694935272895559,-0.6413388011913213,1.0,0.5584793468086529
26,-0.8787023848008464,-0.7354850993529698,0.5346372087529567,-0.158909078527794,0.0,0.5971987427995479
27,0.8573042680578393,-0.38857890898889647,0.4099269482705583,0.15239923966071012,1.0,0.4692905012390546
28,-0.35130958666654766,0.9626220191074335,0.5089500108369436,-0.9736775121800445,1.0,0.5541766190562354
29,-0.8702001738497855,0.7253496401350259,0.034409218302814404,-0.9205220565799765,0.0,0.48179131664032265
30,0.04184987447783661,-0.4154554721050525,-0.8428952380612134,-0.1835060078081947,0.0,0.5311292388176475
31,0.9742730336821652,-0.15809602326099492,0.5731088702339864,-0.7743708252447548,0.0,0.46837910371144714
32,0.6422843570599295,0.43037569650693563,0.7232598730765696,0.27263924312605226,0.0,0.4369102212990468
33,0.453202257840962,0.3209035461001728,0.7992233804858695,0.6653822224939037,0.0,0.45400389559937937
34,-0.09500771256881868,-0.45692732824253834,-0.21572999458477327,-0.27301424098556715,1.0,0.531487768253522
35,0.17376061026399858,0.21827102102634766,0.8694966855742521,0.6865610753361937,1.0,0.4069575869004915
36,0.3903156881301706,0.364366051404839,0.2530296450023295,0.1404478327416736,1.0,0.4773443002642122
37,-0.4003623220125312,-0.45517401734241636,0.5010795426622345,0.6027229771701206,0.0,0.5542008381518635
38,0.09844379099657519,-0.911260976501757,0.34558212669895516,0.6119280838567753,1.0,0.4359494850243655
39,-0.5180678694703209,-0.4949139815577084,-0.3739796813894818,-0.34592403799717,1.0,0.5444028889172783
40,-0.055624676645388726,-0.40498260812183884,-0.8917276841532467,0.8432621472125361,1.0,0.47340026901863874
41,0.7834735376985438,0.4193191556510021,-0.3520304701747268,0.043019999041631785,0.0,0.4314739638011187
42,0.5258902210783736,0.151610402526539,-0.04130578685340103,-0.2972568750995521,0.0,0.46410983412976
