,context0,context1,context2,context3,reward0,reward1
0,-0.613114561830717,-0.6845132363690223,0.6716078201079967,-0.4428103955179856,0.5815962300487877,0.5047457756017705
1,0.4980498927393351,-0.060928097663587755,0.5675558006378236,-0.2965839953087144,0.4822379155904006,0.4978319534741689
2,0.9373467489080969,-0.6079084743050991,-0.42913135146758696,0.7631437189875994,0.505818645282496,0.45883665463437656
3,0.6648644506073278,-0.08902262759192947,0.32393894737111295,0.3135480286285677,0.4769071514126776,0.4604126366685227
4,-0.5503116169735767,0.2883295245400519,-0.9577820244804955,-0.7424287951926187,0.502041941909751,0.6011798241697602
5,-0.0052448023886289,0.17076735216241534,0.8312543659817035,0.15176694684369307,0.4866483117864337,0.45033147331241785
6,0.6873696391564721,0.9169529002426877,-0.6983692699630613,-0.6288289708023553,0.39727610879996866,0.5810505248406048
7,0.8985057125517502,-0.715665615753345,-0.15273108352153053,-0.8905869063606604,0.5161547431360648,0.577204542381938
8,0.006872864252344124,-0.11353761406460006,-0.9252748744215769,-0.39021784488383005,0.508724557076244,0.5725675098816305
9,-0.04539774629269222,-0.4420106181917949,-0.8665284376555928,0.6327480688153022,0.5371770371722895,0.48898935955091843
10,0.7631946520341966,0.44171620280409485,0.4555243705913572,-0.9628446141881304,0.4306285355372324,0.5557218084839274
11,0.045483913198260506,-0.13946342111268017,0.9552168769982998,0.6393871151303587,0.5090345912472487,0.4068243471747201
12,0.514125388088446,0.8298505194548982,-0.36249191752248433,0.8651762618333951,0.41153531586463055,0.44778605524967774
13,0.19031049636149122,-0.42733684117826143,-0.7233841490368986,0.46730814657957587,0.5253510646665701,0.4956556465819886
14,-0.4037339554830752,-0.8517001547048635,0.6864842322408558,0.5917358957886976,0.5852892409687152,0.42235388130937
15,0.14262401347238152,-0.5022915124100629,0.5253398326459062,0.9428671580854979,0.5334548742213234,0.40235941676379816
16,-0.9970329067665178,0.10872741077401726,0.7089005927457612,0.8942151391592512,0.5365611793221673,0.3980733332442564
17,0.6481987784236096,-0.6448499977386131,0.07221088476406701,-0.9671134061359807,0.5218774141069874,0.5731733725582572
18,0.3415192828627762,0.3735786952299014,0.9463312353808211,-0.2538970333986881,0.45487585270573805,0.4772473241975343
19,0.9091725704435851,-0.5374124227841326,0.9505078518669554,-0.43251594592466436,0.501486984548593,0.49126084893237615
20,0.0649887974073382,0.5869042378136544,-0.48176840315840264,-0.3566717337521419,0.45049369774920556,0.5501023095502967
21,-0.049984915994714996,-0.03031058388283414,0.14153447507129924,0.199412608854741,0.50468269664814,0.4777136275821722
22,-0.9211291963688908,-0.3270229682054333,0.9844551406305659,0.8796488786470777,0.567451285979115,0.387242102896779
23,0.9214534540588128,0.26488788883051995,0.7511573638155402,-0.0017824176339358289,0.4373964833523225,0.4660795043057783
24,0.7745663361535902,0.09334272894285212,0.1324193193939156,0.6088476864751466,0.4574950654719814,0.4457364010070616
25,-0.39208340059968116,-0.4469498298671388,0.7644038216956393,0.08768740172872702,0.5531820831270639,0.45840032027669486
26,0.458618889730106,-0.8636390701042786,0.3792315369479027,-0.09720670309473478,0.5477707800740741,0.4905156024905888
27,-0.1038585185355303,0.39912156833308243,0.7059443104108132,-0.7590805086075179,0.4729731767626508,0.5283311771197453
28,-0.3647398247221265,0.5176544725302694,-0.39263610902625756,0.6035501112898589,0.4753797144047283,0.46982615154872376
29,0.5242343918750925,-0.8629689110781891,0.13087430875912354,0.6211167040878929,0.5447634248694023,0.4448408102735973
30,-0.13418424374560334,-0.15708425483461474,0.560659162620418,-0.6403181519286985,0.5185894266962462,0.5254842537784001
31,-0.3315619370550196,0.17243748077465804,-0.49643953812894814,0.9006601692382974,0.5013322088484914,0.45101151612444473
32,-0.08049639864186986,-0.7000889879077545,-0.7721046731465662,0.9977363336128926,0.5591051872780347,0.45576218279309144
33,0.17506332203021358,0.6730935187559384,0.13928173243369701,-0.4546686780019924,0.4387798717868299,0.5298304856822734
34,-0.161285214670702,0.6746376022572513,-0.29870197238762497,0.898085067526416,0.4537563900659831,0.44233609464629303
35,0.7675836444685231,-0.21780283327579508,0.05261358082360834,-0.9152031094266035,0.48248367638243705,0.569997816873261
36,-0.22711188832404638,0.16261743444255394,0.4880541304044721,0.5823724905423735,0.49737020794490366,0.43190353301876316
37,0.7236639332236354,-0.14366618932606956,-0.6927555782701904,0.5229642153410303,0.47858300723351066,0.48983569424557166
38,-0.9331817568002874,0.7377425836281479,0.2666798608832579,0.050864496280059956,0.48366297250890916,0.4838452858456206
39,0.4476266571325558,-0.9958256011954179,0.44181364639139886,0.43480947031531025,0.5586667201842093,0.4455407122533313
40,-0.2023376249275517,0.8148166760606095,-0.3799598167788574,0.22052536830342984,0.4445589571733279,0.4997024597084273
41,-0.8800349742227955,-0.5498684839282935,0.1475395743135064,-0.35439752065359365,0.5829629384364017,0.5214960856389377
42,-0.9219655062733692,-0.06787211362106405,0.5295479768941278,0.959723070546789,0.5471342232853479,0.40088591249243727
43,0.9605320363466596,-0.10731026777092323,0.27312571298118327,0.2612759668603972,0.4649758214685694,0.46684690260800493
44,-0.26845649706903396,0.45647049969136,-0.19166104314290644,-0.8569215657701115,0.47587596638953283,0.5763143156623972
