,context0,context1,context2,context3,action,reward,propensity_score
0,-0.5042935926949914,0.62225782978929,-0.5197004639290346,-0.31568308605572004,0.0,0.15506805793517464,0.5
1,0.37545117870538225,0.6680286511940381,-0.6205062939379189,-0.19312159559630104,0.0,0.629838796512677,0.5
2,0.14748522541916187,0.4476918590761716,0.6616889283472307,-0.3023245383456459,1.0,0.6352462263564967,0.5
3,0.41015967192323166,-0.2661454326760939,0.09342918077506202,-0.08451149046867301,1.0,0.49154351925914497,0.5
4,-0.3005791678300116,-0.002615032127321504,0.843527788045445,0.521264080829551,1.0,1.2697153281319014,0.5
5,-0.9483645130747138,0.7957649296626452,-0.44285778938875864,0.5590835600636965,0.0,0.044941463725390096,0.5
6,-0.8616592557677645,-0.49798288488408327,0.7702004144374961,-0.18717337914198295,0.0,-0.7635415273280117,0.5
7,-0.5547868493703418,0.22664822384089778,-0.5642379877031636,-0.5185459293131975,1.0,-0.12677331468368758,0.5
8,0.5822824859298803,0.9866208310003648,-0.4924294040958104,0.08878006438875308,1.0,0.3096163208764905,0.5
9,0.3112564687526447,0.2250564064396039,-0.8377186222909878,-0.734917814825921,1.0,-0.4075315571586653,0.5
10,0.7444899952550621,-0.28519029970861665,-0.7252048382142702,-0.6629020154572829,0.0,0.1883811729991685,0.5
11,-0.26287313295070014,0.4994551215959324,-0.9112305567724717,-0.2660990390607021,1.0,-0.13583266270944938,0.5
12,0.32716322094527595,-0.6177567093956309,-0.35946485842045117,-0.34427298904050585,0.0,-0.24162337272663192,0.5
13,0.20387152343821136,-0.7014611877136325,0.04825456859250621,0.08100245171533116,1.0,0.5777508622258944,0.5
14,-0.31808846330128193,-0.7794498060306427,0.6919755211567902,0.05788619549033358,1.0,0.8878547663401399,0.5
15,-0.16442265371671638,0.22110993555911218,0.6384734136562118,-0.8200880980374148,1.0,0.2824177277481334,0.5
16,0.26727982139437456,-0.5391908678160269,0.030353429091766193,-0.9407409505396731,1.0,-0.10440678210433207,0.5
17,-0.20831359971738128,-0.6935807594655696,-0.49869226983396975,0.10916484550962213,1.0,0.31988032119484316,0.5
18,0.9845106431488373,0.7506902531420427,0.1515905296228195,-0.23813423093224495,1.0,0.41973335280629454,0.5
19,0.4362458103385731,0.9347074556888184,0.12947216805883066,0.06999459831691102,1.0,0.6115459105529867,0.5
20,0.08764094236811837,0.3492970387498311,-0.11500309067048042,-0.28237246858478593,1.0,0.25585504753964194,0.5
21,0.5315594316792802,-0.15334100338986922,-0.029042007374755707,0.37253257465585454,1.0,0.7307416929740748,0.5
22,0.8769896746273911,-0.060336165029107214,0.9189753841057864,0.9835055195923919,0.0,0.40347650450583145,0.5
23,0.29038513868236526,-0.6723378589748628,0.5293265072364366,0.8259328169592672,0.0,-0.2961680990108119,0.5
24,0.268773165537991,0.5672542994603551,-0.2921776698732357,0.7093382196550468,1.0,0.819637494272397,0.5
25,-0.6982484337276238,-0.040700528229502986,0.15653076320962267,-0.09141761294563411,1.0,0.5188850089508026,0.5
26,0.4448991691756006,-0.6638799199406484,0.4289375873476229,0.060739182401924996,1.0,0.7567965348971135,0.5
27,-0.3431745179879422,-0.6396749337285401,-0.711445648243278,-0.9716428625651201,1.0,-0.49966518935461135,0.5
