,context0,context1,context2,context3,context4,context5,context6,context7,context8,context9,action,reward,propensity_score
0,-0.24107090407945453,-0.5939364470562665,0.058815697337677,0.2758913178806466,-0.4928878896231794,0.9673369344492231,-0.5146728124429729,0.4404620024650041,-0.7833992033322976,-0.7521494290798356,1.0,0.7785647489138212,0.5
1,-0.9185871406592976,-0.441582417572125,-0.14774173370394528,0.7554168502345255,-0.5907682453464971,0.8829813848015873,0.757328555245824,0.8944337971039502,0.6413288772992065,-0.9395945796908236,0.0,0.9368465113243787,0.5
2,0.7579019238638971,-0.3562300580780624,0.9002379463490955,0.014846647873693941,-0.4104632448515855,0.6732411495106103,0.9033419229079303,-0.8919088370885835,0.899225599026543,-0.984691580986061,1.0,0.7485006113728098,0.5
3,0.6545828506135241,0.5098705571588822,-0.09302769566405922,0.6825612785378485,0.2597948059269406,-0.14752071385828502,-0.40882168951527276,0.24089827438521438,0.20210772816366362,0.33866182518923793,0.0,0.20312922035562642,0.5
4,-0.15369689157795907,0.4285633736271628,-0.8373035228719856,-0.7280059588096437,-0.11599657459268387,-0.6757683983208087,0.2094258992605369,0.8166479602701022,-0.589783766753573,-0.41200547697648227,0.0,0.38086146713442504,0.5
5,-0.4350646807397125,0.11255138081118443,0.4449439869049896,0.17196223774199004,0.6854082813715412,-0.0865989850107467,0.059080766496428794,0.13142425292178772,-0.2500838776565546,-0.18472588711534232,1.0,0.9734959297942014,0.5
6,-0.5328576208108633,-0.15404205950343308,-0.8800475525349247,0.8640180927609089,-0.5659441635080513,0.8741661848846372,-0.8886717499929804,0.18870652209155403,0.16746773687756633,-0.21622402482216763,0.0,0.8875198087189511,0.5
7,-0.7355478763451488,-0.8108716388830255,0.5362513152012272,0.05787774030251125,0.18599669346854575,-0.4785683830716636,0.0448270685504375,-0.8208126612929241,-0.2541831466040847,-0.053419627496831934,0.0,0.8852128462519945,0.5
8,-0.2579031694245557,0.45148733601179636,-0.6525115568730371,0.13224470483880935,-0.9549935162094567,-0.03538602665355528,-0.9668095203112252,0.1267129280720436,-0.9447243063805504,0.738240430953981,1.0,1.1638855674577824,0.5
9,-0.84292852563728,-0.2968346111762741,0.459291145200889,0.5882838107386688,0.268282016447271,-0.6390335761497601,-0.8153702089615225,0.8823968393925559,-0.4416770947665116,0.39182703389904616,0.0,0.8472819648468982,0.5
10,0.5883094553485411,-0.4124381873720617,-0.2937620576480797,0.19468767147799038,0.504841679623935,0.27368328742504877,0.8748965328830509,-0.23346662243412886,-0.4675601266811624,-0.287519794365773,0.0,0.4666949148334123,0.5
11,0.49273533945085,0.23885085761571645,-0.7332186469783242,0.9172460913613734,-0.3600176688539576,-0.9209900251134409,-0.24965637594260515,0.2405210241520681,-0.637236895306607,-0.6775911388667797,0.0,0.47599909222305614,0.5
12,-0.7627166900630433,0.3976648170420498,0.4506242255148465,-0.7522053824057444,-0.5196407534414957,-0.3807294875431353,-0.7162830208547786,0.8832981586169681,0.7819812465137663,0.6656454425379739,0.0,0.5037227283688545,0.5
13,-0.44036847403039525,0.7561438879005631,0.8804549486089202,0.20015420107353354,-0.41894477427226984,0.6645823227958341,0.7376215329179208,0.5753970037978817,0.07624666848040218,-0.014034292854470998,1.0,0.5933969937727288,0.5
14,-0.16807470701107752,-0.8638799976460891,0.9500328202281603,0.25259281754731333,0.2423222478205873,0.6487327588921759,-0.16954219671399295,0.8972877740406098,-0.8836579339418817,0.14623804303045018,1.0,0.6680160582261898,0.5
15,0.7561873102761412,-0.6382243275262642,-0.08969203301945039,0.04340514286983033,-0.5650355051592637,0.3866185867961254,0.8559890925338132,0.42314763180799764,0.6442595411675145,0.12834824026020475,0.0,0.5449101297721076,0.5
16,-0.23704270747495748,0.5204662129894615,0.5648034407624618,0.9209579894185389,-0.7630407729571069,0.4664405569146082,0.5548157726376255,0.34901744916583133,-0.10703754614158734,-0.7831517664996575,1.0,0.6895051330217465,0.5
17,0.6551220936502227,0.7105884952280688,-0.16279584237192934,-0.8832078029584411,0.9013988933225585,-0.7824112912774239,-0.023078041256185955,-0.013296202535608037,-0.9788757965593995,-0.8755081109655616,1.0,1.206649848828527,0.5
18,-0.7458522099239959,-0.5694233772909141,-0.6781999733424575,-0.26620605692848764,0.3414149407319851,0.808892067583133,0.8623182907923741,-0.8184223342184416,0.5956478446683862,-0.5003985008961269,1.0,0.6660343058360587,0.5
19,0.26380426956426417,0.21903444090628876,0.4572150019171397,0.763652752332219,0.8836890742625898,0.3448133987397197,-0.2236806475400357,0.631243801186794,0.11233043575854196,0.8534288167722752,0.0,0.3179145064706469,0.5
20,0.09843435368358122,-0.7300496815489217,0.2644281455462094,-0.7064309533097011,0.6962663752149663,0.42415252335926024,0.04748685552008558,0.16635158797995842,-0.5672310800810436,0.34808339017659495,0.0,0.5552977079640039,0.5
21,0.6363355519389358,-0.1738795879385726,-0.6872612223368977,-0.9476602204631326,-0.01217081117022456,0.3576513434348465,-0.7838547685277819,-0.2672955748367951,0.534064111887123,0.8865108301963496,0.0,0.28942426332403626,0.5
22,-0.11863121866692028,0.2733384641258445,0.523146369317649,-0.3627453539724501,0.6321891401491633,-0.6977368718956583,0.4145677761919533,0.7266608465354529,0.3044245809175927,0.3964985854137524,1.0,1.0205967461844077,0.5
23,-0.9851722599570933,-0.6770862996085363,0.9627905261149343,-0.3717916603349736,-0.09880690027231664,0.24544968734137096,0.36121670114461923,-0.900016470230677,-0.8210120136537196,0.9933784751016617,1.0,0.7036172102214346,0.5
24,-0.5138245653470295,-0.06532948127396221,-0.12126928049672858,-0.2566296477409835,-0.08316206886494903,-0.2216110681004908,0.5358861325262783,0.4783625484639833,0.7434978743898373,0.47795105426015616,0.0,0.6806524895258603,0.5
25,-0.6773309961000578,-0.5611111532541699,-0.9848856276694664,-0.931129214906524,0.44706182918705184,0.1994242381000073,-0.5904855520140748,-0.5456222060436915,0.5744101151621668,-0.9845023964162745,1.0,1.3239169238046324,0.5
26,0.7645102088956417,-0.690913830922204,0.48120659339600413,-0.2131701352162494,0.6135157935155771,0.37954494382177173,0.7930772641629382,-0.0849952382884549,0.8397163067059281,0.10560611768970873,0.0,0.36544466375372797,0.5
27,-0.9805543460919994,-0.598512092405626,0.13663363205332169,0.6221350774352619,0.4043033091350532,-0.24975822207077614,0.8328867662234356,-0.5749798671044586,-0.09226888598149618,0.31705296248459636,0.0,0.9228778473931407,0.5
28,0.24208700748662948,0.7152089717708574,0.2530839129437876,-0.6732182233504791,0.13909802408151406,0.12717459826707844,0.8727723539681822,0.7919373681228601,0.8724943063274821,0.5257313760508333,0.0,0.11910084075394223,0.5
29,-0.40079033381061,0.6573210996004404,-0.3647394360029492,-0.6260450884661888,-0.23708471341599657,-0.26275514211187323,-0.07255711121836095,-0.17844228977683296,-0.38071415892016747,0.026368449794352156,1.0,1.0805777361415458,0.5
30,0.1193133455881692,0.843167559979118,0.2886379604706235,0.47495895562416157,-0.6345584878631811,0.5108333407881924,0.4970052949142323,0.7982599647032471,-0.001163795876877094,-0.8783773512430504,1.0,0.6797971548928187,0.5
31,0.5863452052150637,-0.4028993016306963,0.6966444228350144,0.3398542379004539,-0.37818507901994547,0.8074865198752159,-0.9515749308619559,0.7132975705258846,-0.9503102642811843,0.5019236714216142,0.0,0.45945162290248337,0.5
32,0.223498873791381,0.21816862831937578,-0.3173934692780902,-0.9703202113367912,-0.45526837407945897,0.020031847116546153,-0.8584463291516546,0.06912231990952966,0.34621213281649843,-0.5108569107533101,1.0,1.3396907200015675,0.5
33,-0.3471419417208652,0.6726274895778328,-0.3013775845182971,0.1396374168444101,-0.1741275195910228,-0.24476382411536468,0.5947663137833659,0.834718960736093,0.12934923027854484,-0.32622846494395374,0.0,0.4298425285045615,0.5
34,0.3718195532442512,-0.9812605497432125,-0.8656180848949857,0.557469159555612,0.6670458632564975,0.6296108037407013,-0.8635437180953864,0.6028358945816967,-0.3320159696148559,0.896722763992545,0.0,0.8098216847703313,0.5
35,0.36925875454848445,0.004633151845561789,0.4536775840020868,0.23516608941711636,0.8657642378999464,-0.29671679335592827,-0.12258743154451834,-0.2688158869751851,-0.3378863586108305,0.7131360034868923,1.0,1.0677617527345868,0.5
36,0.1771125192531544,0.04415415350795193,-0.41580567059818074,-0.054606418755722475,0.9292353036414165,-0.24679303656176899,-0.5191406756541261,-0.00468842131982905,-0.2575857057591264,-0.8705129138530479,1.0,1.2873752302284394,0.5
37,-0.18710381468008364,0.9108410128495485,-0.21155362631139196,-0.012239820603592966,0.05637054435731015,-0.299324261790195,-0.8145169235547536,-0.04496864583180593,-0.5124768114647105,0.7623472890651823,1.0,1.2568393059565248,0.5
38,-0.18435190942825663,0.2549094786999553,-0.42211967692790187,-0.794186337701009,0.7782920761739234,-0.9197227049000543,0.23557171516483,0.6495925053017522,-0.8771101549049276,-0.7143464293535786,1.0,1.0987233547139565,0.5
39,-0.05180088032026586,-0.34449825622213304,-0.19161612768633396,0.5683147930630206,0.7070365530965754,-0.3898827000089897,0.03376311891366024,0.3605036700969919,-0.27243731261850423,0.9419443563095922,1.0,0.9647204924666537,0.5
