,timestamp,context1,context2,context3,context4,context5,context6,drawn_article,reward,article1,article2,article3,article4,article5,article6,article7,article8,article9,article10,article11,article12,article13,article14,article15,article16,article17,article18,article19,article20,article21,propensity_score
0,1241164200,1.0,0.07098600000000001,0.052238,0.064956,0.811287,0.000532,27,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.05
1,1241161800,1.0,0.008078,4e-06,0.025575,0.000275,0.966067,17,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.05
2,1241161200,1.0,0.739046,0.068732,0.055614,0.135232,0.001375,29,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.05
3,1241163300,1.0,0.323881,0.573462,0.003614,0.096359,0.0026829999999999996,9,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.05
4,1241163300,1.0,0.003173,0.001399,9.6e-05,0.000602,0.9947299999999999,30,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.05
5,1241162100,1.0,0.035886,0.038053,0.00555,0.134115,0.786396,14,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.05
6,1241161500,1.0,0.015111000000000001,0.001755,0.003633,0.042643,0.936859,16,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.05
7,1241165400,1.0,0.365996,0.021596,0.131433,0.44236000000000003,0.038613999999999996,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.05
8,1241162700,1.0,0.044992000000000004,0.696036,0.000196,0.061695000000000014,0.197081,16,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.05
9,1241165400,1.0,0.043473000000000005,2.7000000000000002e-05,0.93455,0.020735,0.001214,26,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.05
10,1241163600,1.0,0.00059,9e-06,0.000391,0.000796,0.9982139999999999,24,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.05
11,1241162400,1.0,0.002477,0.000177,0.001385,0.007213,0.988749,29,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.05
12,1241162400,1.0,0.025137,0.9300639999999999,0.00015900000000000002,0.044634,7.000000000000003e-06,30,0,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,34.0,0.05
13,1241162100,1.0,0.005638000000000001,0.00053,0.0015810000000000002,0.011867,0.980384,21,0,17,24,23,11,20,19,18,14,16,15,13,22,25,29,21,30,27,28,26,9,,0.05
14,1241164800,1.0,0.004324000000000001,5e-06,0.9799370000000001,0.015665000000000002,7e-05,13,1,17,24,23,11,33,20,19,18,14,16,15,13,22,25,29,27,30,28,26,9,,0.05
