,context0,context1,context2,context3,context4,context5,context6,context7,context8,context9,reward0,reward1
0,-0.725283283734097,0.7905574210638089,0.931602068452025,-0.3187055397068923,-0.1331563877789863,-0.5059562476751185,0.32234076525155975,-0.5727178781021327,-0.19745971870496537,-0.4821128091158806,0.325753793899801,1.1242235599058654
1,-0.33483373403275984,0.9135208768241954,0.23123997394199458,0.34193555286781896,0.28535636351298965,0.9601275787581998,-0.16685567908685095,0.7828210247159246,-0.889072270711623,0.39374499127805773,0.28152663000783473,0.6103872477782333
2,0.3622021887343181,0.01525200503266233,-0.9205963761799811,-0.07097569092186617,-0.5577009844886271,0.5846688437690089,0.7281952435991095,0.6726151345820928,0.15831573118568776,-0.39289059001290516,0.5002114824568006,0.6187303189891264
3,-0.9356695786742151,-0.7796235516776633,-0.1475874593847839,0.2622894879763076,0.06272703234725419,-0.20227595622691186,-0.9966203594267835,-0.5280636165575552,0.7776017636766908,0.8210454330969679,0.9385172206306286,1.4020230779056342
4,-0.2217335530384954,0.7121313439264574,0.6343218545457119,0.79671012328727,0.6400587210162456,-0.7354047529707637,-0.04530548628177011,-0.7701335869763459,-0.8715038678734637,0.8641592654060022,0.3080271679111525,1.1491432761859501
5,-0.9500793373590357,0.05471058556229447,-0.033712730449593,0.8951411340685631,0.43175190825026255,-0.2204220723330892,0.8322293328578971,0.20832061748004183,0.6930464668940806,-0.6334593992643989,0.8387182998176115,0.8930552960748193
6,-0.5511273371272705,-0.8171487516693592,-0.7535940359838782,0.15689568917864327,-0.9071904195764717,0.19964392692232136,-0.4803991663898217,0.04694423965506456,0.994696073830535,0.017563657866163984,0.9410289292754953,1.2352793456120246
7,-0.4891120352306062,-0.735491091096093,0.8864066268923434,-0.182965015448878,0.6418492348866738,-0.5739935751703169,-0.5259072745473579,0.6603359242465101,0.48334030922716664,-0.6705738885036712,0.7558428880763693,1.366654161562686
8,-0.7844596143614939,0.32997222606825427,-0.7149347680002496,0.30332998261734256,0.2329719030877202,0.36592336802404746,-0.1976519256891356,-0.765573647459856,-0.19914361629128052,0.11900126337456296,0.7296482909578215,0.9870713908438165
9,-0.13464054026327799,-0.339300140559162,-0.5594503051543469,-0.09265554966532963,-0.8402447746940569,0.7010658215469501,0.6200226086646481,0.0678879476174763,0.4627174217863368,0.20359805079167348,0.7665894163654325,0.6443125812284424
10,0.9700772500225332,-0.021540019141292666,0.8622049237536358,-0.16798099359326413,-0.8231428710773883,0.5552260769894086,0.27904801032804816,0.1389457934993341,0.512308798092477,0.28461230979329266,0.18122446889547672,0.754634550265584
11,-0.038275091209489354,0.9663956893973042,0.11026758638674661,0.20855895705852867,0.20847359671943133,0.41031196009528004,0.4033065236662834,-0.9892025580226949,0.3609632844683599,-0.20262815563023295,0.19161221431934675,0.8751245244608722
12,0.9940065581539139,0.42069600564374476,0.37666270057935924,0.34308144603103985,0.746040327789038,0.27433319309158577,0.6635082396781384,-0.20646658397393058,-0.3975134849043336,0.5225282147159591,0.0932491055670404,0.6483704927951729
13,-0.7910568139707488,-0.3363790346037958,-0.9809136330203598,0.6370856752769707,0.2992119038701673,-0.000589852738409391,0.7182012903704726,-0.6557880078111751,0.9601251275504448,-0.6419480761590808,0.910402748843278,0.9877385104112252
14,0.8616730913591826,-0.02847509129340331,0.13276210676835754,0.5810773792572375,-0.5330531725603718,0.4850744927864594,-0.9181105943006826,0.29949606495643954,0.9616777617317283,-0.8332993451202768,0.33151678576385485,1.3130298654162078
15,-0.2457168185840144,-0.6684795380663902,0.6012736013134632,0.6753045584756623,0.6937909903556427,-0.44247914342021777,-0.8947514740950784,0.6782758636324862,0.8145567443820281,-0.6073647561531974,0.7836962193295768,1.4185227318568843
16,-0.13372610503811422,0.5334657870736874,-0.9935246503709494,0.38509458691569676,0.07589989774549455,0.9005591008956404,0.18420887470362857,-0.3843503727254187,0.7552659983120456,0.6032462294847791,0.4940077030640796,0.7374654946456141
